year,countries,acr,rtrc,trpib,manuf,polity2
1970,Argentina,0,.93762708,10.337444,31.544744,-9
1971,Argentina,0,1.2560014,12.615189,35.763073,-9
1972,Argentina,0,1.2872578,14.035644,36.358074,-9
1973,Argentina,0,1.2961192,13.322168,34.334049,6
1974,Argentina,0,2.8533106,13.19158,34.036884,6
1975,Argentina,0,3.7300613,11.802724,38.215107,6
1976,Argentina,0,4.2635689,15.096885,39.11676,-9
1977,Argentina,0,4.4551239,16.942287,36.594986,-9
1978,Argentina,0,4.7819662,14.323796,34.127609,-9
1979,Argentina,0,9.1495237,12.840685,32.685158,-9
1980,Argentina,0,9.7583942,11.545672,29.476097,-9
1981,Argentina,1,9.2914925,14.292977,28.765236,-8
1982,Argentina,1,8.0861101,15.611486,31.360256,-8
1983,Argentina,1,6.0237427,14.98767,30.669468,8
1984,Argentina,1,7.4790664,12.346381,29.708441,8
1985,Argentina,1,5.9448104,18.009424,29.641848,8
1986,Argentina,1,2.7907245,14.486032,27.419598,8
1987,Argentina,1,3.1219513,15.44897,27.496647,8
1988,Argentina,1,2.5832915,15.743459,27.999676,8
1989,Argentina,2,5.2052469,19.637798,30.949371,7
1990,Argentina,2,3.5507965,14.990859,26.789705,7
1991,Argentina,3,2.3629816,13.753055,24.38645,7
1992,Argentina,3,2.042299,14.730981,21.859131,7
1993,Argentina,3,1.9799296,16.223152,19.501156,7
1994,Argentina,3,1.798521,18.134226,19.330929,7
1995,Argentina,3,2.1798689,19.771502,18.650341,7
1996,Argentina,3,2.71229,21.506359,19.005713,7
1997,Argentina,3,2.432308,23.336145,19.803549,7
1998,Argentina,3,1.6425307,23.349945,19.366751,7
1999,Argentina,3,2.0815451,21.382656,18.321703,8
2000,Argentina,3,3.9475865,22.622503,17.809332,8
2001,Argentina,3,3.6559775,21.852423,17.235527,8
2002,Argentina,3,8.6925097,41.75275,21.574636,8
2003,Argentina,3,9.398694,40.644691,24.041576,8
2004,Argentina,3,8.3002596,36.971409,22.682276,8
2005,Argentina,3,10.124463,36.796444,21.919519,8
2006,Argentina,3,9.7149019,35.894325,21.283245,8
2007,Argentina,3,8.0055161,35.861629,19.929234,8
2008,Argentina,3,8.855443,36.270454,19.940536,8
2009,Argentina,4,5.0213218,30.182825,18.696262,8
2010,Argentina,4,5.0255284,32.212379,18.221024,8
2011,Argentina,4,5.008513,33.57156,17.93157,8
2012,Argentina,4,4.2557859,29.196323,16.837948,8
2013,Argentina,4,3.7777135,28.719845,15.879037,8
2014,Argentina,4,2.9300001,29.27758,14.492253,8
2015,Argentina,4,1.1900001,22.93,17.219999,9
1970,Bolivia,0,2.3370805,48.949024,14.134556,-5
1971,Bolivia,0,3.655174,45.796833,14.282241,-7
1972,Bolivia,0,4.8129492,45.13158,13.49724,-7
1973,Bolivia,0,10.349123,56.032127,13.431787,-7
1974,Bolivia,0,17.189779,62.090134,12.714057,-7
1975,Bolivia,0,11.034172,58.154953,12.850376,-7
1976,Bolivia,0,10.560296,57.560959,13.237101,-7
1977,Bolivia,0,11.459431,56.42062,12.991937,-7
1978,Bolivia,0,10.84383,52.703384,12.809616,-4
1979,Bolivia,0,15.956472,51.570778,13.440179,-4
1980,Bolivia,0,18.577559,46.813007,14.447269,-7
1981,Bolivia,1,11.509207,46.219772,16.419777,-7
1982,Bolivia,1,12.205015,58.468262,8.2220793,8
1983,Bolivia,1,10.569261,52.35582,12.753949,8
1984,Bolivia,1,8.015213,49.474735,11.968367,8
1985,Bolivia,1,7.8086772,41.892765,17.339659,9
1986,Bolivia,1,7.2936444,47.031361,20.41831,9
1987,Bolivia,1,7.2677956,43.622658,18.574085,9
1988,Bolivia,2,8.2882566,41.90625,19.446417,9
1989,Bolivia,3,9.8727007,45.654678,18.548483,9
1990,Bolivia,3,11.130945,46.703274,18.495697,9
1991,Bolivia,3,7.4128194,48.444965,19.495058,9
1992,Bolivia,3,7.0370879,49.110855,19.072409,9
1993,Bolivia,3,6.9704881,47.467129,18.809015,9
1994,Bolivia,3,6.9693356,48.860851,18.702028,9
1995,Bolivia,3,7.2501426,49.737988,19.008503,9
1996,Bolivia,3,7.967351,49.856293,18.964678,9
1997,Bolivia,3,6.825233,50.469662,16.780657,9
1998,Bolivia,3,4.5652494,52.281162,16.257933,9
1999,Bolivia,3,4.085535,44.168255,15.488893,9
2000,Bolivia,3,8.5499592,45.597775,15.326296,9
2001,Bolivia,3,10.221836,45.227821,15.317657,9
2002,Bolivia,3,9.0169811,49.350262,14.991138,9
2003,Bolivia,3,15.506881,51.967834,14.67991,8
2004,Bolivia,3,22.946039,57.464268,14.43419,8
2005,Bolivia,3,38.616077,67.641945,14.175895,8
2006,Bolivia,3,38.263771,74.537849,14.376036,8
2007,Bolivia,3,36.603172,76.061913,14.683058,8
2008,Bolivia,3,39.679913,82.86702,14.405944,8
2009,Bolivia,3,17.217932,68.627075,14.405113,7
2010,Bolivia,3,19.487949,75.511627,13.941912,7
2011,Bolivia,3,22.050295,82.480392,13.243094,7
2012,Bolivia,3,18.261602,84.948761,13.445164,7
2013,Bolivia,3,16.09811,81.230904,13.231269,7
2014,Bolivia,3,12.88,85.264473,12.984177,7
2015,Bolivia,3,7.9200001,67.800003,13.17,7
1970,Brasil,0,3.2317014,14.479196,29.317053,-9
1971,Brasil,0,2.8913403,14.55128,29.191359,-9
1972,Brasil,0,2.6975906,16.103251,29.398199,-9
1973,Brasil,1,3.0571966,17.773258,29.805099,-9
1974,Brasil,1,3.2838051,21.896847,30.55224,-4
1975,Brasil,1,3.6607099,19.044153,30.26367,-4
1976,Brasil,1,3.2848198,16.468332,30.397078,-4
1977,Brasil,1,3.4425886,15.170116,29.344833,-4
1978,Brasil,1,3.5251253,14.539973,30.720272,-4
1979,Brasil,1,4.7023501,16.299473,31.041039,-4
1980,Brasil,1,5.4543538,20.358561,33.485252,-4
1981,Brasil,2,4.5330734,19.219803,32.920082,-4
1982,Brasil,2,5.3995929,15.884162,34.559963,-3
1983,Brasil,2,5.9309082,20.430162,33.189751,-3
1984,Brasil,2,5.5136247,21.471972,33.872555,-3
1985,Brasil,2,5.0425673,19.343275,33.74749,7
1986,Brasil,2,3.5166106,15.171165,32.969082,7
1987,Brasil,2,3.7398484,15.652606,31.956488,7
1988,Brasil,2,3.1026199,16.580755,30.954716,8
1989,Brasil,3,3.0149839,14.390878,29.528803,8
1990,Brasil,3,3.489702,15.161756,,8
1991,Brasil,4,3.8558245,16.590916,25.34337,8
1992,Brasil,4,3.9311085,19.253344,24.655931,8
1993,Brasil,4,3.3740046,19.599316,24.953688,8
1994,Brasil,4,2.5549393,19.332905,26.789885,8
1995,Brasil,4,2.3385518,16.632662,18.615711,8
1996,Brasil,4,2.1517415,15.580336,14.766416,8
1997,Brasil,4,2.0802827,16.51878,14.636516,8
1998,Brasil,4,1.9761909,16.380363,13.648616,8
1999,Brasil,4,3.1770833,20.895706,14.032793,8
2000,Brasil,4,3.526283,22.579441,15.101893,8
2001,Brasil,4,3.8348291,26.92668,15.151242,8
2002,Brasil,4,4.8081193,27.576227,14.414628,8
2003,Brasil,4,5.4131284,28.107883,16.906713,8
2004,Brasil,4,5.3851314,29.666029,17.876705,8
2005,Brasil,4,6.4148402,27.074884,17.433329,8
2006,Brasil,4,6.678441,26.04019,16.653355,8
2007,Brasil,4,7.3585176,25.315016,16.593945,8
2008,Brasil,4,8.0064611,27.278868,16.607277,8
2009,Brasil,5,4.6924353,22.138296,15.356585,8
2010,Brasil,5,6.1017661,22.511709,14.963041,8
2011,Brasil,5,6.2380662,23.710417,13.86732,8
2012,Brasil,5,6.1190462,25.267408,11.809111,8
2013,Brasil,5,6.119637,26.375799,11.535465,8
2014,Brasil,5,4.0999999,25.791903,10.91188,8
2015,Brasil,5,2.96,27.370001,11.4,8
1970,Chile,0,10.909874,28.633492,25.876289,6
1971,Chile,0,7.5655379,23.052769,24.622717,6
1972,Chile,0,6.9371686,23.056435,23.509224,6
1973,Chile,1,8.4068842,29.121914,27.263952,-7
1974,Chile,1,12.512364,40.088207,29.889936,-7
1975,Chile,1,16.079729,52.848206,20.424261,-7
1976,Chile,1,15.836975,45.920818,23.555983,-7
1977,Chile,1,10.839011,43.043762,22.116346,-7
1978,Chile,1,9.6462984,44.508621,22.903839,-7
1979,Chile,1,12.024594,49.384602,21.567503,-7
1980,Chile,1,11.390715,49.797829,21.516047,-7
1981,Chile,2,7.6280708,43.171421,22.274641,-7
1982,Chile,2,9.2028475,40.622059,18.49077,-7
1983,Chile,2,11.603625,45.327374,21.181589,-6
1984,Chile,2,10.298124,49.576569,24.225122,-6
1985,Chile,2,12.958632,53.860458,16.196402,-6
1986,Chile,2,10.91082,55.120087,18.692059,-6
1987,Chile,2,11.848663,57.348038,18.366352,-6
1988,Chile,2,15.113386,61.501026,18.887455,-1
1989,Chile,3,15.764189,66.040176,18.86511,8
1990,Chile,3,13.882589,64.535706,19.572964,8
1991,Chile,3,11.19948,60.166683,20.459873,8
1992,Chile,3,9.5669508,57.980953,20.488596,8
1993,Chile,3,7.7927809,55.242043,18.547182,8
1994,Chile,3,8.7674646,54.812119,18.362078,8
1995,Chile,3,9.7484541,56.405426,18.085676,8
1996,Chile,3,8.0704679,56.241947,19.363659,8
1997,Chile,4,7.7517743,56.286835,19.207373,8
1998,Chile,4,6.0000052,55.865894,18.926825,8
1999,Chile,5,6.8437886,56.923782,19.174349,8
2000,Chile,5,8.3137283,57.865196,16.889889,9
2001,Chile,5,7.9670653,61.41428,17.576887,9
2002,Chile,7,8.1317472,61.937073,17.572723,9
2003,Chile,8,8.9854174,65.122375,16.13797,9
2004,Chile,11,13.267851,68.258812,15.610318,9
2005,Chile,11,14.576856,69.967392,14.673658,9
2006,Chile,13,22.739983,71.944756,13.807426,10
2007,Chile,15,23.03916,75.787872,13.012553,10
2008,Chile,17,21.571764,81.041382,12.232382,10
2009,Chile,20,16.214094,66.768448,12.265331,10
